,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
10566,England,Pakistan,Dubai,64,61,9,6.508474576271187,38.0,148
10097,England,New Zealand,Manchester,87,58,7,8.419354838709678,35.0,191
38211,Sri Lanka,South Africa,Delhi,50,81,8,7.6923076923076925,42.0,120
39685,West Indies,Bangladesh,Dhaka,90,83,9,14.594594594594597,76.0,190
24171,Pakistan,Australia,St Lucia,97,48,8,8.083333333333334,38.0,191
748,Afghanistan,West Indies,St Kitts,74,45,7,5.92,21.0,146
27054,Pakistan,New Zealand,Mount Maunganui,110,33,7,7.586206896551724,43.0,181
21893,New Zealand,Sri Lanka,Lauderhill,26,79,5,3.804878048780488,22.0,81
37127,Sri Lanka,Pakistan,Colombo,123,5,6,6.417391304347826,24.0,139
33158,South Africa,Sri Lanka,Hambantota,76,49,7,6.422535211267606,37.0,145
39137,West Indies,Australia,Brisbane,72,67,9,8.150943396226415,43.0,191
7530,Bangladesh,Sri Lanka,Mirpur,55,62,7,5.689655172413793,29.0,147
19331,New Zealand,India,Auckland,43,84,7,7.166666666666667,40.0,158
3110,Australia,Pakistan,Chandigarh,54,82,8,8.526315789473685,44.0,193
4896,Australia,Sri Lanka,Barbados,165,3,5,8.461538461538462,67.0,168
3934,Australia,South Africa,Adelaide,144,0,4,7.2,40.0,144
24391,Pakistan,Bangladesh,Kolkata,59,79,9,8.634146341463415,34.0,201
31657,South Africa,New Zealand,Auckland,57,83,9,9.243243243243244,48.0,185
35651,Sri Lanka,India,Chandigarh,74,83,9,12.0,58.0,206
19448,New Zealand,India,Auckland,98,46,6,7.945945945945946,49.0,158
3176,Australia,Pakistan,Chandigarh,152,18,6,8.941176470588236,52.0,193
12224,England,West Indies,Barbados,131,17,5,7.631067961165049,28.0,165
8639,England,Australia,Chester-le-Street,184,9,8,9.945945945945946,55.0,195
36318,Sri Lanka,New Zealand,Auckland,33,88,9,6.1875,32.0,142
22864,New Zealand,West Indies,Mount Maunganui,98,54,8,8.909090909090908,49.0,238
261,Afghanistan,India,St Lucia,107,7,3,5.68141592920354,28.0,115
157,Afghanistan,Bangladesh,Mirpur,69,33,2,4.758620689655173,20.0,72
15391,India,Pakistan,Johannesburg,50,72,8,6.25,23.0,157
15478,India,South Africa,Cape Town,59,80,9,8.85,37.0,172
4283,Australia,South Africa,Johannesburg,34,74,8,4.434782608695652,27.0,147
39820,West Indies,Bangladesh,Johannesburg,93,43,9,7.246753246753247,40.0,164
27204,Pakistan,New Zealand,Wellington,35,72,6,4.375,25.0,105
41648,West Indies,New Zealand,Auckland,115,6,4,6.052631578947368,36.0,126
2178,Australia,India,Melbourne,96,35,5,6.776470588235294,36.0,131
13272,India,Australia,Mirpur,143,13,6,8.018691588785046,54.0,159
25361,Pakistan,England,Dubai,91,26,5,5.808510638297872,35.0,129
20425,New Zealand,Pakistan,Dubai,85,41,6,6.455696202531645,23.0,153
7188,Bangladesh,Sri Lanka,Chittagong,101,16,3,5.826923076923077,31.0,120
41278,West Indies,India,Lauderhill,109,31,4,7.348314606741573,33.0,143
2359,Australia,India,Rajkot,87,70,7,10.44,41.0,201
10021,England,New Zealand,Hamilton,120,43,7,9.35064935064935,58.0,194
19043,New Zealand,England,Wellington,28,86,9,4.941176470588236,26.0,139
26403,Pakistan,New Zealand,Auckland,167,7,4,8.867256637168142,63.0,171
21764,New Zealand,Sri Lanka,Colombo,136,4,3,7.0344827586206895,39.0,141
5653,Australia,West Indies,Mirpur,102,47,5,8.383561643835616,51.0,178
38892,West Indies,Afghanistan,Lucknow,91,61,8,9.254237288135592,60.0,164
9775,England,New Zealand,Auckland,104,48,6,8.666666666666666,37.0,184
27547,Pakistan,South Africa,Cape Town,152,16,7,8.76923076923077,55.0,176
35316,Sri Lanka,England,Pallekele,126,28,7,8.217391304347826,52.0,169
11112,England,South Africa,Barbados,77,66,9,8.555555555555555,40.0,168
38944,West Indies,Afghanistan,Lucknow,143,10,5,7.8,34.0,164
15349,India,Pakistan,Durban,122,20,4,7.32,41.0,141
25460,Pakistan,England,Manchester,73,68,9,8.423076923076923,47.0,195
37421,Sri Lanka,Pakistan,Hambantota,116,6,3,6.105263157894737,47.0,132
8488,England,Australia,Cardiff,56,66,8,6.222222222222222,38.0,182
1805,Australia,India,Barbados,70,73,10,8.936170212765957,55.0,184
29626,South Africa,Australia,Centurion,136,10,5,7.418181818181818,52.0,156
27444,Pakistan,South Africa,Abu Dhabi,101,12,4,5.611111111111111,32.0,120
31372,South Africa,India,Johannesburg,118,40,9,8.85,43.0,219
33060,South Africa,Sri Lanka,Hambantota,50,90,8,10.0,48.0,78
13400,India,Bangladesh,Colombo,63,72,10,7.875,45.0,176
19075,New Zealand,England,Wellington,57,75,9,7.6,31.0,196
19274,New Zealand,England,Wellington,126,10,5,6.872727272727273,35.0,139
34186,Sri Lanka,Australia,Colombo,117,10,2,6.381818181818182,36.0,128
29917,South Africa,Australia,Johannesburg,162,15,5,9.257142857142858,50.0,204
36886,Sri Lanka,Pakistan,Abu Dhabi,87,24,2,5.4375,21.0,102
33982,Sri Lanka,Australia,Brisbane,92,34,4,6.418604651162791,33.0,117
13785,India,Bangladesh,Nottingham,82,59,9,8.065573770491802,35.0,180
35514,Sri Lanka,England,Southampton,133,12,2,7.388888888888889,42.0,140
20710,New Zealand,Pakistan,London,82,34,4,5.72093023255814,27.0,99
27866,Pakistan,South Africa,Nottingham,48,82,8,7.578947368421052,36.0,149
7212,Bangladesh,Sri Lanka,Colombo,57,89,8,11.03225806451613,52.0,155
26430,Pakistan,New Zealand,Auckland,201,0,6,10.05,56.0,201
2298,Australia,India,Mumbai,113,36,7,8.071428571428571,39.0,166
4965,Australia,Sri Lanka,Melbourne,119,27,7,7.67741935483871,41.0,168
18878,New Zealand,England,Pallekele,66,52,7,5.823529411764706,24.0,148
34116,Sri Lanka,Australia,Colombo,51,78,8,7.285714285714286,41.0,128
5766,Bangladesh,Australia,Bangalore,102,33,6,7.0344827586206895,40.0,156
40714,West Indies,England,London,208,0,2,10.4,53.0,208
19842,New Zealand,India,Nagpur,78,37,6,5.63855421686747,28.0,126
41911,West Indies,New Zealand,Pallekele,102,40,5,7.65,35.0,139
24293,Pakistan,Bangladesh,Karachi,64,83,8,10.37837837837838,57.0,203
6008,Bangladesh,India,Colombo,35,88,8,6.5625,34.0,139
13035,India,Australia,Melbourne,30,83,6,4.864864864864865,24.0,74
3862,Australia,South Africa,Adelaide,52,69,7,6.117647058823529,19.0,144
38959,West Indies,Afghanistan,St Kitts,52,88,9,9.75,47.0,112
6616,Bangladesh,New Zealand,Napier,116,14,3,6.566037735849057,33.0,141
21983,New Zealand,Sri Lanka,Lauderhill,80,35,5,5.647058823529412,28.0,120
18242,New Zealand,England,Auckland,93,80,8,13.95,58.0,146
25920,Pakistan,India,Mirpur,100,24,6,6.25,35.0,130
6519,Bangladesh,New Zealand,Hamilton,71,24,2,4.4375,18.0,78
7468,Bangladesh,Sri Lanka,Dhaka,145,28,7,9.456521739130435,44.0,193
43088,West Indies,Sri Lanka,Colombo,160,1,4,8.067226890756302,33.0,162
20042,New Zealand,Pakistan,Barbados,98,34,6,6.837209302325581,39.0,133
42389,West Indies,Pakistan,Karachi,96,31,6,6.47191011235955,33.0,153
19687,New Zealand,India,Hamilton,206,3,6,10.564102564102564,55.0,212
18998,New Zealand,England,St Lucia,116,26,7,7.404255319148936,50.0,149
34136,Sri Lanka,Australia,Colombo,64,58,6,6.193548387096774,20.0,128
2262,Australia,India,Mumbai,69,72,8,8.625,44.0,166
2935,Australia,New Zealand,Perth,61,71,8,7.469387755102041,51.0,186
21644,New Zealand,Sri Lanka,Colombo,75,63,10,7.894736842105263,33.0,170
18006,New Zealand,Bangladesh,Mount Maunganui,52,64,7,5.571428571428571,18.0,194
29627,South Africa,Australia,Centurion,137,9,5,7.405405405405405,47.0,156
24237,Pakistan,Australia,Sydney,46,77,8,6.418604651162791,35.0,107
9780,England,New Zealand,Auckland,134,46,7,10.864864864864863,55.0,214
24242,Pakistan,Australia,Sydney,50,72,8,6.25,32.0,107
29810,South Africa,Australia,Johannesburg,67,67,9,7.584905660377358,36.0,201
2670,Australia,India,Sydney,103,46,8,8.35135135135135,41.0,186
35219,Sri Lanka,England,London,122,31,6,8.224719101123595,44.0,183
41493,West Indies,New Zealand,Auckland,21,89,9,4.064516129032258,21.0,126
10443,England,Pakistan,Dubai,36,91,9,7.448275862068965,36.0,172
21621,New Zealand,Sri Lanka,Colombo,47,74,8,6.130434782608695,29.0,141
1711,Australia,England,Sydney,152,37,6,10.987951807228916,48.0,221
14522,India,England,Mumbai,177,0,2,8.776859504132231,62.0,177
33350,South Africa,Sri Lanka,Johannesburg,74,47,3,6.082191780821918,26.0,113
41888,West Indies,New Zealand,Pallekele,83,62,7,8.586206896551724,40.0,139
10998,England,Pakistan,Manchester,98,53,8,8.776119402985074,62.0,131
5042,Australia,Sri Lanka,Nottingham,79,47,6,6.493150684931507,20.0,159
32505,South Africa,Pakistan,Johannesburg,50,75,10,6.666666666666667,44.0,188
14826,India,New Zealand,Hamilton,84,70,10,10.08,53.0,179
22848,New Zealand,West Indies,Mount Maunganui,108,61,10,10.983050847457626,56.0,243
41071,West Indies,India,Kolkata,80,19,3,4.752475247524752,27.0,109
6975,Bangladesh,Pakistan,Pallekele,118,43,8,9.194805194805197,44.0,175
38615,Sri Lanka,West Indies,Mirpur,74,54,7,6.727272727272728,26.0,160
24405,Pakistan,Bangladesh,Kolkata,87,65,9,9.49090909090909,48.0,201
12023,England,Sri Lanka,Delhi,85,47,8,6.986301369863014,38.0,171
39431,West Indies,Australia,St Lucia,48,75,8,6.4,29.0,150
9657,England,India,Pune,112,31,6,7.550561797752809,23.0,157
7104,Bangladesh,South Africa,Cape Town,134,10,2,7.309090909090909,29.0,144
42814,West Indies,South Africa,Johannesburg,145,40,10,10.875,57.0,205
3009,Australia,New Zealand,Sydney,41,89,8,7.935483870967742,40.0,150
42581,West Indies,Pakistan,St Lucia,118,29,7,7.78021978021978,37.0,150
7075,Bangladesh,South Africa,Cape Town,106,38,4,7.7560975609756095,15.0,144
3882,Australia,South Africa,Adelaide,71,51,6,6.173913043478261,25.0,144
39015,West Indies,Afghanistan,St Kitts,106,33,7,7.310344827586207,31.0,112
11571,England,South Africa,Durban,133,26,5,8.48936170212766,41.0,204
37694,Sri Lanka,Pakistan,Lahore,166,6,4,8.736842105263158,38.0,182
5245,Australia,Sri Lanka,Perth,83,33,5,5.724137931034483,41.0,133
42087,West Indies,Pakistan,Abu Dhabi,58,49,6,4.901408450704225,30.0,103
32787,South Africa,Sri Lanka,Centurion,75,77,7,10.465116279069768,45.0,126
19759,New Zealand,India,Johannesburg,131,26,5,8.361702127659575,45.0,190
11119,England,South Africa,Barbados,83,59,9,8.163934426229508,28.0,168
14906,India,New Zealand,Mount Maunganui,53,84,9,8.833333333333334,45.0,163
1261,Australia,England,Manchester,66,57,7,6.285714285714286,24.0,145
29106,South Africa,Afghanistan,Mumbai,86,64,9,9.214285714285714,46.0,209
38193,Sri Lanka,South Africa,Chittagong,155,6,4,8.157894736842104,47.0,165
21972,New Zealand,Sri Lanka,Lauderhill,64,40,4,4.8,26.0,81
20271,New Zealand,Pakistan,Dubai,24,90,7,4.8,24.0,135
10498,England,Pakistan,Dubai,42,78,9,6.0,34.0,148
20546,New Zealand,Pakistan,Dubai,149,3,4,7.641025641025641,56.0,153
16462,India,Sri Lanka,Pune,77,71,10,9.428571428571429,46.0,201
17161,India,West Indies,Mumbai,216,10,8,11.78181818181818,72.0,240
5674,Australia,West Indies,Mirpur,130,27,5,8.387096774193548,37.0,178
17508,New Zealand,Australia,Christchurch,72,61,7,7.322033898305085,24.0,214
35232,Sri Lanka,England,London,141,18,5,8.294117647058824,51.0,183
28376,Pakistan,Sri Lanka,Johannesburg,100,45,7,8.0,55.0,189
19326,New Zealand,India,Auckland,58,86,10,10.235294117647058,51.0,203
4073,Australia,South Africa,Cape Town,119,55,10,10.984615384615385,43.0,193
34201,Sri Lanka,Australia,Melbourne,28,93,9,6.222222222222222,28.0,161
591,Afghanistan,West Indies,Nagpur,51,61,7,5.186440677966102,20.0,123
25481,Pakistan,England,Manchester,92,58,9,8.903225806451612,49.0,195
7438,Bangladesh,Sri Lanka,Dhaka,101,56,7,9.46875,30.0,193
18192,New Zealand,Bangladesh,Pallekele,111,39,9,8.222222222222221,49.0,191
10624,England,Pakistan,Dubai,82,47,9,6.739726027397261,40.0,148
17714,New Zealand,Australia,Wellington,59,47,6,4.849315068493151,24.0,118
34369,Sri Lanka,Australia,Melbourne,129,9,5,6.972972972972973,37.0,142
4845,Australia,Sri Lanka,Barbados,69,53,5,6.17910447761194,35.0,168
18965,New Zealand,England,St Lucia,64,59,8,6.295081967213115,31.0,149
23342,Pakistan,Australia,Colombo,115,21,6,6.96969696969697,36.0,149
21470,New Zealand,South Africa,Johannesburg,111,12,3,6.166666666666667,30.0,129
14543,India,England,Nagpur,56,73,8,7.148936170212766,41.0,144
32053,South Africa,New Zealand,Johannesburg,94,50,8,8.057142857142857,29.0,133
26843,Pakistan,New Zealand,Hamilton,48,73,8,6.127659574468085,26.0,168
23335,Pakistan,Australia,Colombo,108,28,6,7.043478260869565,40.0,149
17300,New Zealand,Australia,Auckland,63,84,8,10.5,50.0,150
24279,Pakistan,Australia,Sydney,96,35,5,6.776470588235294,36.0,107
8373,England,Australia,Cape Town,35,84,9,5.833333333333333,31.0,135
31229,South Africa,India,Chandigarh,105,35,7,7.411764705882353,40.0,149
2596,Australia,India,Sydney,76,60,7,7.6,33.0,164
15989,India,South Africa,Johannesburg,138,42,7,10.615384615384617,40.0,203
42418,West Indies,Pakistan,Karachi,140,3,4,7.17948717948718,45.0,153
22068,New Zealand,Sri Lanka,Mount Maunganui,91,63,10,9.578947368421051,42.0,182
34066,Sri Lanka,Australia,Cape Town,70,38,3,5.121951219512195,32.0,101
3154,Australia,Pakistan,Chandigarh,112,40,7,8.4,47.0,193
16400,India,Sri Lanka,Pallekele,134,15,7,7.6571428571428575,38.0,155
1441,Australia,England,Southampton,42,77,7,5.8604651162790695,39.0,157
29407,South Africa,Australia,Cape Town,102,23,7,6.309278350515464,35.0,146
35214,Sri Lanka,England,London,108,36,6,7.714285714285714,32.0,183
12941,India,Australia,Durban,40,74,9,5.217391304347826,30.0,188
7225,Bangladesh,Sri Lanka,Colombo,58,84,7,9.666666666666666,45.0,155
26333,Pakistan,New Zealand,Auckland,134,23,6,8.288659793814434,53.0,171
38715,Sri Lanka,West Indies,Nottingham,118,50,10,10.114285714285714,44.0,192
18870,New Zealand,England,Pallekele,58,59,7,5.704918032786885,28.0,148
26530,Pakistan,New Zealand,Dubai,32,89,10,6.193548387096774,32.0,161
9551,England,India,Manchester,106,41,7,8.050632911392405,40.0,159
35177,Sri Lanka,England,London,67,72,8,8.375,43.0,183
42368,West Indies,Pakistan,Karachi,74,52,9,6.529411764705882,45.0,153
36457,Sri Lanka,New Zealand,Auckland,107,20,2,6.42,37.0,142
8382,England,Australia,Cape Town,44,76,8,6.0,28.0,135
26460,Pakistan,New Zealand,Christchurch,85,62,9,8.793103448275861,38.0,183
10215,England,New Zealand,Napier,151,35,8,10.658823529411764,78.0,241
8992,England,Australia,Southampton,65,75,8,8.666666666666666,46.0,179
16541,India,Sri Lanka,Pune,136,32,6,9.272727272727272,46.0,201
17721,New Zealand,Australia,Wellington,73,40,6,5.475,33.0,118
41718,West Indies,New Zealand,Lauderhill,65,62,9,6.724137931034483,33.0,209
24493,Pakistan,Bangladesh,Mirpur,20,86,7,3.5294117647058822,20.0,129
12197,England,West Indies,Barbados,108,31,6,7.280898876404494,48.0,152
36700,Sri Lanka,Pakistan,Abu Dhabi,40,85,8,6.857142857142857,36.0,102
26158,Pakistan,New Zealand,Auckland,69,64,8,7.392857142857143,42.0,171
31412,South Africa,India,Johannesburg,163,20,8,9.78,58.0,219
506,Afghanistan,West Indies,Lucknow,114,26,6,7.276595744680851,46.0,156
12267,England,West Indies,Kolkata,33,84,7,5.5,26.0,155
37178,Sri Lanka,Pakistan,Dubai,58,74,10,7.565217391304348,36.0,211
15877,India,South Africa,Durban,98,28,6,6.391304347826087,37.0,153
10739,England,Pakistan,Dubai,118,19,6,7.00990099009901,39.0,160
30126,South Africa,Australia,Sydney,139,7,4,7.380530973451328,28.0,145
21483,New Zealand,South Africa,Johannesburg,128,0,3,6.4,40.0,129
15781,India,South Africa,Durban,67,75,8,8.933333333333334,49.0,168
39655,West Indies,Australia,Sydney,100,18,3,5.882352941176471,23.0,138
3931,Australia,South Africa,Adelaide,141,3,5,7.230769230769231,39.0,144
23051,Pakistan,Australia,Abu Dhabi,128,22,7,7.836734693877551,42.0,155
36994,Sri Lanka,Pakistan,Colombo,61,69,8,7.176470588235294,33.0,172
34047,Sri Lanka,Australia,Cape Town,53,56,3,4.96875,28.0,101
28018,Pakistan,South Africa,St Lucia,116,26,6,7.404255319148936,53.0,148
21024,New Zealand,South Africa,Durban,42,89,10,8.129032258064516,42.0,153
38969,West Indies,Afghanistan,St Kitts,63,78,9,9.0,43.0,112
18939,New Zealand,England,St Lucia,39,84,9,6.5,34.0,149
29424,South Africa,Australia,Cape Town,124,15,7,7.085714285714285,50.0,146
5729,Bangladesh,Australia,Bangalore,50,70,8,6.0,35.0,156
17601,New Zealand,Australia,Sydney,45,66,6,5.0,27.0,117
28656,Pakistan,West Indies,Karachi,74,70,8,8.88,43.0,203
4801,Australia,Sri Lanka,Adelaide,230,1,8,11.596638655462185,54.0,233
277,Afghanistan,Sri Lanka,Kolkata,35,85,9,6.0,29.0,153
23766,Pakistan,Australia,Harare,25,81,6,3.8461538461538463,16.0,116
36365,Sri Lanka,New Zealand,Auckland,58,65,7,6.327272727272727,34.0,142
6069,Bangladesh,India,Colombo,70,58,7,6.774193548387097,35.0,139
1313,Australia,England,Manchester,137,6,6,7.2105263157894735,52.0,145
40117,West Indies,Bangladesh,Mirpur,154,9,7,8.324324324324325,45.0,171
13515,India,Bangladesh,Delhi,75,49,7,6.338028169014085,37.0,148
17818,New Zealand,Bangladesh,Kolkata,91,36,8,6.5,34.0,145
121,Afghanistan,Bangladesh,Mirpur,45,69,6,5.294117647058823,28.0,72
18785,New Zealand,England,Manchester,69,49,5,5.830985915492958,29.0,123
17407,New Zealand,Australia,Auckland,183,31,8,12.337078651685394,70.0,243
31758,South Africa,New Zealand,Auckland,136,33,7,9.379310344827584,39.0,185
41137,West Indies,India,Lauderhill,92,77,10,12.83720930232558,68.0,245
33786,South Africa,West Indies,London,113,42,8,8.692307692307692,43.0,183
8538,England,Australia,Cardiff,161,17,7,9.37864077669903,69.0,182
7302,Bangladesh,Sri Lanka,Colombo,121,46,8,9.81081081081081,43.0,176
36905,Sri Lanka,Pakistan,Abu Dhabi,130,18,6,7.647058823529412,30.0,141
32248,South Africa,New Zealand,Wellington,75,37,6,5.421686746987952,23.0,147
32039,South Africa,New Zealand,Johannesburg,84,64,10,9.0,49.0,133
39123,West Indies,Australia,Brisbane,46,81,9,7.076923076923077,35.0,191
26281,Pakistan,New Zealand,Auckland,94,35,3,6.635294117647059,26.0,143
18631,New Zealand,England,Hamilton,154,13,6,8.63551401869159,43.0,192
26328,Pakistan,New Zealand,Auckland,136,23,6,8.412371134020619,49.0,171
27162,Pakistan,New Zealand,Pallekele,143,21,6,8.666666666666666,33.0,177
26174,Pakistan,New Zealand,Auckland,48,60,5,4.8,21.0,153
26886,Pakistan,New Zealand,Hamilton,73,52,6,6.441176470588236,36.0,163
30130,South Africa,Australia,Sydney,141,3,4,7.230769230769231,28.0,145
20188,New Zealand,Pakistan,Chandigarh,59,79,10,8.634146341463415,41.0,180
230,Afghanistan,India,St Lucia,77,37,7,5.566265060240964,37.0,115
42466,West Indies,Pakistan,Mirpur,74,48,6,6.166666666666667,30.0,166
35720,Sri Lanka,India,Chandigarh,169,20,3,10.14,37.0,206
14965,India,New Zealand,Mount Maunganui,131,25,8,8.273684210526316,38.0,163
23607,Pakistan,Australia,Dubai,64,33,3,4.413793103448276,18.0,96
27241,Pakistan,New Zealand,Wellington,53,36,3,3.7857142857142856,15.0,105
34027,Sri Lanka,Australia,Cape Town,30,76,6,4.090909090909091,19.0,101
9954,England,New Zealand,Christchurch,169,12,6,9.38888888888889,55.0,193
23761,Pakistan,Australia,Harare,52,83,9,8.432432432432432,43.0,194
20573,New Zealand,Pakistan,Hamilton,54,78,9,7.714285714285714,42.0,185
5574,Australia,West Indies,London,112,29,6,7.384615384615385,47.0,169
5292,Australia,Sri Lanka,Sydney,32,80,8,4.8,24.0,137
38356,Sri Lanka,West Indies,Bangalore,81,29,5,5.34065934065934,25.0,122
21372,New Zealand,South Africa,Hamilton,158,15,7,9.028571428571428,58.0,173
28113,Pakistan,Sri Lanka,Colombo,78,58,7,7.548387096774194,30.0,172
7135,Bangladesh,Sri Lanka,Chittagong,55,67,5,6.226415094339623,17.0,120
5387,Australia,West Indies,Barbados,61,80,9,9.15,49.0,97
40089,West Indies,Bangladesh,Mirpur,110,19,5,6.534653465346534,33.0,132
24102,Pakistan,Australia,Perth,92,20,3,5.52,25.0,106
41029,West Indies,India,Kolkata,48,61,6,4.88135593220339,17.0,109
18747,New Zealand,England,Manchester,29,87,8,5.2727272727272725,29.0,123
21009,New Zealand,South Africa,Centurion,166,9,3,8.972972972972974,51.0,177
23591,Pakistan,Australia,Dubai,96,37,8,6.9397590361445785,42.0,151
21238,New Zealand,South Africa,Durban,131,20,5,7.86,41.0,153
35860,Sri Lanka,India,Colombo,87,53,9,7.791044776119403,27.0,171
30625,South Africa,England,Cape Town,157,12,6,8.722222222222221,47.0,179
42881,West Indies,South Africa,Johannesburg,188,9,5,10.16216216216216,36.0,205
35668,Sri Lanka,India,Chandigarh,94,70,8,11.28,51.0,206
2286,Australia,India,Mumbai,96,48,8,8.0,36.0,166
28171,Pakistan,Sri Lanka,Colombo,125,30,6,8.333333333333334,49.0,172
14619,India,New Zealand,Christchurch,54,89,8,10.451612903225806,54.0,162
11045,England,Pakistan,Manchester,105,30,5,7.0,27.0,135
9065,England,Australia,Southampton,91,50,7,7.8,33.0,162
15367,India,Pakistan,Durban,140,2,2,7.11864406779661,45.0,141
29744,South Africa,Australia,Colombo,146,0,5,7.3,47.0,146
18951,New Zealand,England,St Lucia,49,73,9,6.25531914893617,29.0,149
29859,South Africa,Australia,Johannesburg,111,43,9,8.64935064935065,46.0,201
33644,South Africa,West Indies,Johannesburg,57,87,8,10.363636363636363,52.0,231
12854,India,Australia,Colombo,64,68,8,7.384615384615385,36.0,140
12914,India,Australia,Colombo,125,10,4,6.818181818181818,36.0,140
6756,Bangladesh,Pakistan,Lahore,35,79,8,5.121951219512195,30.0,136
4113,Australia,South Africa,Cape Town,158,17,6,9.20388349514563,36.0,193
28385,Pakistan,Sri Lanka,Johannesburg,121,36,7,8.642857142857142,58.0,189
11715,England,South Africa,Johannesburg,117,36,7,8.357142857142858,51.0,171
10088,England,New Zealand,Manchester,79,67,8,8.943396226415095,48.0,191
32981,South Africa,Sri Lanka,Colombo,79,46,3,6.405405405405405,24.0,98
13554,India,Bangladesh,Delhi,120,11,5,6.605504587155964,36.0,148
1646,Australia,England,Sydney,66,69,8,7.764705882352941,44.0,195
37228,Sri Lanka,Pakistan,Dubai,100,49,10,8.450704225352112,45.0,211
1331,Australia,England,Melbourne,62,81,9,9.538461538461538,57.0,147
11326,England,South Africa,Cardiff,41,86,9,7.235294117647059,39.0,181
38523,Sri Lanka,West Indies,London,75,53,8,6.7164179104477615,30.0,158
40358,West Indies,England,London,24,87,8,4.363636363636363,23.0,113
27154,Pakistan,New Zealand,Pallekele,132,29,7,8.703296703296703,36.0,177
788,Afghanistan,West Indies,St Kitts,68,25,2,4.294736842105263,22.0,110
11650,England,South Africa,Johannesburg,73,67,7,8.264150943396226,48.0,202
21230,New Zealand,South Africa,Durban,131,23,6,8.103092783505154,49.0,153
33527,South Africa,West Indies,Cape Town,146,13,6,8.186915887850468,46.0,165
40064,West Indies,Bangladesh,Mirpur,104,27,7,6.709677419354839,36.0,132
25869,Pakistan,India,Mirpur,54,48,3,4.5,19.0,83
37032,Sri Lanka,Pakistan,Colombo,81,50,6,6.942857142857143,29.0,172
29768,South Africa,Australia,Johannesburg,51,88,9,9.5625,45.0,204
36299,Sri Lanka,India,Nagpur,185,10,7,10.090909090909092,59.0,215
34177,Sri Lanka,Australia,Colombo,105,18,3,6.176470588235294,29.0,128
14919,India,New Zealand,Mount Maunganui,63,71,9,7.714285714285714,36.0,163
12527,England,West Indies,Mumbai,144,16,7,8.307692307692308,44.0,182
24390,Pakistan,Bangladesh,Kolkata,58,80,9,8.7,37.0,201
13433,India,Bangladesh,Colombo,94,40,9,7.05,29.0,176
35866,Sri Lanka,India,Colombo,111,51,7,9.652173913043478,54.0,152
34215,Sri Lanka,Australia,Melbourne,35,85,8,6.0,29.0,161
19957,New Zealand,India,Rajkot,168,20,8,10.08,61.0,196
9988,England,New Zealand,Hamilton,59,73,8,7.531914893617022,35.0,194
38557,Sri Lanka,West Indies,London,121,20,7,7.26,44.0,158
10359,England,Pakistan,Bristol,41,80,7,6.15,36.0,144
1060,Australia,England,Barbados,47,62,6,4.862068965517241,25.0,147
11141,England,South Africa,Barbados,114,37,7,8.240963855421686,39.0,168
12363,England,West Indies,London,53,80,9,7.95,44.0,161
10857,England,Pakistan,London,90,61,8,9.152542372881356,28.0,185
26730,Pakistan,New Zealand,Dubai,121,25,5,7.6421052631578945,39.0,153
12095,England,West Indies,Barbados,72,81,10,11.076923076923077,62.0,165
23940,Pakistan,Australia,Mirpur,35,85,8,6.0,29.0,191
20191,New Zealand,Pakistan,Chandigarh,62,76,9,8.454545454545455,43.0,180
30693,South Africa,England,Centurion,72,80,10,10.8,64.0,241
32949,South Africa,Sri Lanka,Colombo,46,61,7,4.677966101694915,27.0,115
7048,Bangladesh,South Africa,Cape Town,91,63,5,9.578947368421051,32.0,144
29236,South Africa,Australia,Brisbane,103,29,6,6.791208791208791,42.0,157
43167,West Indies,Sri Lanka,Pallekele,111,15,6,6.342857142857143,42.0,129
30690,South Africa,England,Centurion,75,81,10,11.538461538461538,63.0,222
1570,Australia,England,Southampton,228,13,6,12.785046728971963,83.0,248
954,Australia,England,Adelaide,76,72,10,9.5,56.0,157
36241,Sri Lanka,India,Nagpur,75,68,9,8.653846153846153,58.0,215
1563,Australia,England,Southampton,226,16,7,13.038461538461538,84.0,248
14407,India,England,Manchester,146,19,5,8.673267326732674,41.0,165
9463,England,India,London,97,33,7,6.689655172413793,28.0,153
12360,England,West Indies,London,51,83,9,8.27027027027027,43.0,161
40940,West Indies,India,Barbados,72,54,10,6.545454545454546,41.0,169
32204,South Africa,New Zealand,Wellington,41,81,7,6.307692307692308,36.0,147
20063,New Zealand,Pakistan,Barbados,113,13,4,6.336448598130841,29.0,133
18703,New Zealand,England,London,130,37,8,9.397590361445785,43.0,201
20424,New Zealand,Pakistan,Dubai,79,41,6,6.0,25.0,144
22077,New Zealand,Sri Lanka,Mount Maunganui,101,54,9,9.181818181818182,39.0,182
9769,England,New Zealand,Auckland,96,51,6,8.347826086956522,35.0,184
39098,West Indies,Australia,Barbados,152,17,4,8.854368932038835,32.0,160
25224,Pakistan,England,Cardiff,123,2,6,6.254237288135593,36.0,126
38307,Sri Lanka,West Indies,Bangalore,43,76,7,5.863636363636363,24.0,122
18898,New Zealand,England,Pallekele,90,32,6,6.136363636363637,33.0,148
15427,India,Pakistan,Johannesburg,104,37,7,7.518072289156627,46.0,157
10013,England,New Zealand,Hamilton,116,50,8,9.942857142857145,59.0,194
5152,Australia,Sri Lanka,Pallekele,174,31,8,11.730337078651685,66.0,263
